ID, date, average, transport, household, clothing, health, food, transport_walking, transport_car, transport_train, transport_bus, transport_plane, household_heating, household_electricity, household_furnishings, household_lighting, clothing_fastfashion, clothing_sustainable, health_medicines, health_scans, food_meat, food_fish, food_dairy, food_oils
average,2020-11-02 02:30:02,2186.65,809.06,787.19,87.47,328.0,174.93,129.45,161.81,137.54,80.91,113.27,94.46,196.8,275.52,220.41,56.86,30.61,131.2,196.8,103.21,26.24,26.24,19.24
high,2021-07-17 09:28:02,3152.66,1103.43,1134.96,315.27,283.74,315.27,176.55,165.51,143.45,187.58,264.82,158.89,442.63,283.74,249.69,160.79,154.48,190.11,93.63,78.82,100.89,66.21,69.36
low,2021-05-03 02:23:42,1522.0,441.38,532.7,152.2,258.74,136.98,44.14,119.17,79.45,61.79,66.21,106.54,154.48,175.79,95.89,103.5,48.7,111.26,147.48,43.83,34.24,26.03,32.88
average,2021-01-16 20:34:42,2200.41,660.12,858.16,308.06,198.04,176.03,198.04,72.61,112.22,92.42,85.82,197.38,231.7,180.21,248.87,200.24,107.82,104.96,93.08,66.89,36.97,38.73,33.45
high,2021-03-09 06:44:31,2798.15,1007.33,895.41,251.83,307.8,335.78,292.13,120.88,110.81,161.17,141.03,161.17,259.67,241.76,232.81,166.21,85.62,83.11,224.69,100.73,73.87,80.59,80.59
low,2021-01-08 06:54:27,1322.87,357.17,449.78,198.43,119.06,198.43,89.29,42.86,67.86,50.0,46.43,112.44,112.44,121.44,103.45,117.07,81.36,83.34,35.72,142.87,17.86,21.83,15.87
average,2020-11-07 03:41:49,2224.72,889.89,756.41,177.98,111.24,289.21,195.78,177.98,169.08,142.38,71.19,151.28,166.41,211.79,226.92,113.91,64.07,80.09,31.15,130.14,57.84,46.27,54.95
high,2021-08-05 00:36:48,3164.97,1012.79,1171.04,348.15,316.5,316.5,243.07,182.3,131.66,162.05,101.28,140.52,363.02,292.76,374.73,229.78,118.37,129.76,186.74,205.72,34.81,37.98,37.98
low,2020-11-26 01:14:10,1890.75,510.5,699.58,132.35,283.61,264.71,148.04,51.05,97.0,76.58,66.37,139.92,202.88,188.89,167.9,74.12,58.23,173.0,110.61,121.77,58.24,29.12,55.59
average,2021-07-26 02:13:51,2180.82,828.71,850.52,196.27,174.47,130.85,174.03,157.45,149.17,99.45,99.45,229.64,178.61,204.12,238.15,100.1,96.17,127.36,47.11,54.96,24.86,27.48,23.55
high,2020-10-24 06:07:35,2766.15,802.18,1023.48,359.6,193.63,387.26,152.41,208.57,152.41,128.35,88.24,214.93,307.04,153.52,347.98,226.55,133.05,54.22,139.41,182.01,69.71,85.2,50.34
low,2020-09-27 11:20:24,1374.37,439.8,371.08,137.44,274.87,151.18,123.14,127.54,79.16,48.38,30.79,37.11,126.17,118.75,89.06,78.34,59.1,203.4,71.47,77.1,21.17,30.24,22.68
average,2020-11-07 00:35:17,2193.47,833.52,789.65,197.41,175.48,197.41,100.02,125.03,133.36,183.37,150.03,142.14,181.62,229.0,236.9,102.65,94.76,124.59,50.89,98.7,21.72,33.56,43.43
high,2021-06-24 00:58:35,2787.57,1087.15,1031.4,167.25,195.13,306.63,293.53,141.33,163.07,119.59,141.33,206.28,299.11,268.16,257.85,108.71,58.54,91.71,103.42,168.65,58.26,33.73,45.99
low,2020-09-18 08:19:09,1508.39,497.77,543.02,165.92,211.17,90.5,129.42,94.58,84.62,44.8,64.71,114.03,124.89,173.77,130.32,102.87,63.05,73.91,137.26,65.16,7.24,9.96,8.14
average,2020-09-11 09:22:29,2219.99,732.6,777.0,244.2,177.6,288.6,139.19,153.85,80.59,102.56,124.54,85.47,163.17,256.41,271.95,139.19,105.01,78.14,99.46,77.92,80.81,51.95,77.92
high,2020-12-06 06:00:48,2572.44,951.8,746.01,385.87,231.52,257.24,114.22,228.43,171.32,152.29,114.22,89.52,164.12,208.88,283.48,270.11,115.76,162.06,69.46,167.21,23.15,25.72,41.16
low,2021-03-27 04:46:58,1603.61,416.94,432.97,256.58,256.58,240.54,120.91,116.74,75.05,37.52,54.2,64.95,121.23,138.55,108.24,143.68,112.9,161.65,94.93,103.43,45.7,52.92,38.49
average,2021-03-10 17:09:49,2178.07,740.54,740.54,348.49,152.46,196.03,192.54,96.27,81.46,125.89,81.46,214.76,192.54,170.32,162.92,181.21,167.28,91.48,60.98,66.65,50.97,37.25,41.17
high,2021-01-25 04:24:58,2944.12,1001.0,971.56,412.18,441.62,117.76,170.17,180.18,160.16,200.2,110.11,233.17,281.75,262.32,194.31,210.21,201.97,158.98,282.64,83.61,10.6,14.13,9.42
low,2021-08-07 08:10:50,1255.15,426.75,351.44,138.07,112.96,225.93,93.89,85.35,46.94,55.48,68.28,63.26,119.49,87.86,80.83,81.46,56.61,48.57,64.39,81.33,40.67,72.3,31.63
average,2021-06-05 12:01:05,2209.04,618.53,662.71,265.09,353.45,309.27,117.52,179.37,74.22,68.04,117.52,119.29,132.54,218.69,192.19,156.4,108.69,236.81,116.64,83.5,95.87,58.76,71.13
high,2021-07-08 16:06:20,2855.53,1113.66,1027.99,228.44,257.0,228.44,133.64,211.6,200.46,222.73,155.91,205.6,298.12,215.88,308.4,134.78,93.66,143.92,113.08,63.96,61.68,52.54,50.26
low,2020-12-14 02:38:38,1455.87,407.64,480.44,218.38,174.7,174.7,44.84,44.84,61.15,105.99,89.68,124.91,120.11,120.11,115.31,139.76,78.62,83.86,90.84,96.09,26.2,22.71,29.7
average,2020-12-29 19:19:47,2176.24,739.92,609.35,282.91,369.96,174.1,103.59,133.19,88.79,140.58,162.78,67.03,207.18,207.18,127.96,141.46,141.46,177.58,192.38,53.97,38.3,43.52,38.3
high,2020-09-24 04:50:56,2740.41,931.74,739.91,219.23,438.47,411.06,158.4,167.71,93.17,158.4,195.67,110.99,244.17,221.97,162.78,142.5,76.73,228.0,210.47,123.32,90.43,106.88,90.43
low,2021-01-04 12:56:56,1713.43,616.83,633.97,154.21,102.81,205.61,172.71,117.2,111.03,55.51,80.19,120.45,139.47,164.83,209.21,78.65,75.56,44.21,58.6,98.69,28.79,37.01,41.12
average,2021-05-02 14:40:15,2249.55,674.86,629.87,292.44,337.43,314.94,202.46,114.73,101.23,121.47,87.73,188.96,157.47,138.57,144.87,160.84,131.6,185.59,151.84,97.63,69.29,72.44,75.59
high,2021-06-09 16:56:40,2516.86,1006.74,956.41,226.52,100.67,226.52,110.74,110.74,161.08,241.62,211.42,162.59,239.1,277.36,277.36,154.03,72.49,34.23,66.44,99.67,36.24,49.83,40.77
low,2021-07-09 18:02:22,1913.84,727.26,516.74,191.38,229.66,248.8,145.45,101.82,138.18,138.18,58.18,56.84,175.69,165.36,118.85,120.57,70.81,96.46,133.2,74.64,57.22,62.2,54.74
average,2021-05-11 23:54:53,2261.83,746.4,678.55,226.18,339.27,271.42,208.99,89.57,141.82,82.1,126.89,135.71,217.14,156.07,169.64,124.4,101.78,223.92,115.35,181.85,40.71,29.86,19.0
high,2021-05-08 10:28:28,3043.2,943.39,943.39,395.62,395.62,365.18,132.07,226.41,179.24,132.07,103.77,160.38,311.32,207.55,264.15,257.15,138.47,213.63,181.99,230.06,32.87,58.43,43.82
low,2021-06-27 06:56:43,1758.64,492.42,580.35,263.8,175.86,246.21,64.01,93.56,83.71,88.64,73.86,98.66,179.91,185.71,116.07,163.56,100.24,109.03,66.83,167.42,29.55,17.23,32.01
average,2021-04-15 18:47:08,2258.76,880.92,858.33,180.7,158.11,180.7,211.42,132.14,88.09,123.33,114.52,206.0,334.75,188.83,128.75,108.42,72.28,83.8,74.31,61.44,34.33,48.79,36.14
high,2021-08-27 10:53:56,2597.13,883.02,753.17,259.71,285.68,415.54,88.3,247.25,97.13,123.62,176.6,90.38,210.89,233.48,218.42,176.6,83.11,88.56,197.12,211.93,49.86,78.95,74.8
low,2021-03-12 04:24:12,1592.8,445.98,493.77,238.92,207.06,207.06,89.2,93.66,84.74,57.98,40.14,49.38,167.88,187.63,88.88,167.24,71.68,126.31,80.75,103.53,37.27,31.06,35.2
average,2021-02-23 23:12:58,2203.82,837.45,617.07,242.42,176.31,330.57,200.99,175.86,100.49,150.74,117.24,98.73,178.95,203.63,135.76,126.06,116.36,116.36,59.95,135.53,69.42,82.64,42.97
high,2020-11-25 17:27:13,3156.08,1230.87,1073.07,220.93,315.61,315.61,295.41,283.1,160.01,135.4,209.25,225.34,246.81,268.27,332.65,132.56,88.37,94.68,220.93,116.78,59.97,66.28,72.59
low,2020-12-24 08:44:53,1761.28,546.0,686.9,158.52,123.29,246.58,120.12,60.06,60.06,109.2,98.28,116.77,164.86,206.07,199.2,99.87,58.65,60.41,62.88,160.28,27.12,9.86,49.32
average,2021-01-09 23:42:41,2216.72,753.69,620.68,266.01,310.34,266.01,113.05,90.44,75.37,158.27,173.35,136.55,148.96,186.2,148.96,172.91,93.1,124.14,186.2,170.25,21.28,39.9,34.58
high,2021-07-15 23:03:13,2991.22,1046.93,777.72,269.21,568.33,329.03,188.45,115.16,198.92,282.67,125.63,116.66,264.42,163.32,233.32,188.45,80.76,392.15,176.18,95.42,69.1,105.29,59.23
low,2021-02-09 23:23:09,1441.72,418.1,504.6,201.84,144.17,173.01,54.35,108.71,45.99,58.53,71.08,60.55,121.1,166.52,156.43,115.05,86.79,92.27,51.9,91.7,25.95,27.68,27.68
average,2021-02-03 13:53:01,2233.14,647.61,759.27,200.98,357.3,267.98,148.95,161.9,90.67,90.67,71.24,106.3,159.45,250.56,242.97,134.66,66.32,121.48,235.82,123.27,40.2,50.92,53.6
high,2020-09-24 23:29:30,2705.02,838.56,784.46,297.55,351.65,432.8,92.24,251.57,109.01,125.78,125.78,117.67,203.96,266.72,196.12,184.48,113.07,119.56,232.09,138.5,95.22,103.87,95.22
low,2021-08-23 15:20:19,1236.5,457.5,346.22,185.47,74.19,173.11,96.08,64.05,91.5,68.62,59.48,93.48,55.4,107.33,90.02,120.56,64.91,34.13,40.06,114.25,20.77,22.5,15.58
average,2021-02-20 15:56:32,2189.16,766.21,656.75,284.59,175.13,306.48,206.88,191.55,114.93,76.62,84.28,151.05,124.78,203.59,177.32,147.99,136.6,85.81,89.32,211.47,27.58,33.71,33.71
high,2021-07-20 05:32:01,2922.87,964.55,847.63,292.29,87.69,730.72,270.07,221.85,106.1,106.1,135.04,161.05,245.81,279.72,161.05,192.91,99.38,25.43,62.26,263.06,189.99,124.22,153.45
low,2021-08-03 00:29:22,1202.39,396.79,432.86,180.36,84.17,108.22,115.07,51.58,43.65,59.52,51.58,86.57,129.86,116.87,99.56,102.81,77.55,34.51,49.66,60.6,16.23,18.4,12.99
average,2020-10-15 19:29:43,2208.08,618.26,816.99,264.97,264.97,242.89,185.48,142.2,98.92,49.46,86.56,98.04,236.93,253.27,228.76,164.28,100.69,132.49,132.49,170.02,21.86,29.15,21.86
high,2021-02-19 05:28:48,3103.36,1117.21,775.84,341.37,496.54,372.4,134.07,279.3,178.75,145.24,178.75,139.65,232.75,162.93,240.51,218.48,122.89,148.96,347.58,163.86,63.31,67.03,78.2
low,2020-10-01 22:23:01,1630.03,456.41,505.31,146.7,260.8,260.8,77.59,50.21,63.9,77.59,100.41,146.54,111.17,126.33,121.27,77.75,68.95,192.99,67.81,109.54,62.59,49.55,39.12
average,2021-06-10 20:27:43,2200.45,792.16,616.13,220.05,396.08,176.04,174.28,87.14,87.14,150.51,118.82,184.84,141.71,172.52,117.06,112.23,107.82,225.77,170.31,117.95,21.12,15.84,21.12
high,2021-07-31 17:06:23,2584.21,697.74,749.42,413.47,465.16,258.42,174.44,188.39,83.73,83.73,62.8,217.33,134.9,232.32,164.87,277.02,136.45,348.87,116.29,82.69,62.02,64.61,49.1
low,2020-09-24 02:23:45,1805.1,631.78,505.43,216.61,306.87,144.41,101.08,69.5,75.81,138.99,107.4,121.3,90.98,131.41,161.74,110.47,106.14,190.26,116.61,66.43,28.88,31.77,17.33
average,2021-07-23 16:23:52,2214.78,597.99,753.03,243.63,265.77,354.37,95.68,125.58,89.7,65.78,107.64,210.85,218.38,165.67,158.14,151.05,92.58,172.75,93.02,148.84,60.24,88.59,56.7
high,2021-01-02 13:00:14,2780.78,973.27,862.04,250.27,417.12,278.08,184.92,126.53,116.79,175.19,155.72,198.27,198.27,215.51,249.99,157.67,92.6,179.36,237.76,144.6,58.4,41.71,33.37
low,2021-08-01 03:33:23,1716.86,549.4,429.21,257.53,223.19,257.53,76.92,82.41,109.88,104.39,76.92,47.21,120.18,145.93,115.89,167.39,90.14,167.39,55.8,154.52,33.48,41.2,28.33
average,2021-04-08 00:43:42,2216.45,753.59,687.1,221.64,398.96,155.15,188.4,211.01,97.97,97.97,82.89,171.78,254.23,151.16,109.94,137.42,84.22,159.58,239.38,116.36,13.96,13.96,10.86
high,2021-07-15 08:26:31,2888.35,866.5,779.85,375.49,462.14,404.37,129.97,242.62,147.31,121.31,147.31,101.38,226.16,226.16,226.16,210.27,165.22,231.07,231.07,125.35,97.05,68.74,113.22
low,2021-06-01 14:52:30,1881.78,639.81,508.08,301.08,207.0,225.81,172.75,185.54,108.77,44.79,83.18,111.78,127.02,152.42,116.86,168.6,132.48,93.15,113.85,164.84,24.84,11.29,24.84
average,2021-06-06 03:55:28,2258.37,564.59,609.76,429.09,271.0,383.92,141.15,95.98,107.27,67.75,90.33,146.34,158.54,146.34,158.54,283.2,145.89,154.47,116.53,115.18,84.46,72.94,111.34
high,2021-06-23 04:04:07,2725.0,981.0,817.5,218.0,354.25,354.25,215.82,235.44,117.72,88.29,137.34,98.1,253.43,237.07,228.9,128.62,89.38,99.19,255.06,219.63,28.34,63.77,42.51
low,2020-12-10 05:01:17,1369.73,410.92,534.19,219.16,95.88,109.58,86.29,106.84,45.2,65.75,61.64,101.5,165.6,160.26,106.84,140.26,78.9,64.24,31.64,38.35,27.39,24.11,19.72
average,2021-08-02 16:46:54,2214.6,730.82,620.09,221.46,332.19,310.04,219.25,73.08,95.01,109.62,131.55,74.41,223.23,136.42,186.03,148.38,73.08,99.66,232.53,226.33,24.8,34.1,24.8
high,2020-10-30 18:42:08,2794.75,894.32,838.42,447.16,391.27,223.58,205.69,178.86,116.26,196.75,98.38,184.45,159.3,335.37,159.3,290.65,156.51,250.41,140.86,98.38,44.72,42.48,38.01
low,2021-05-28 02:21:22,1408.44,535.21,563.38,70.42,126.76,112.68,96.34,101.69,85.63,96.34,74.93,101.41,180.28,107.04,174.65,42.25,28.17,43.1,83.66,64.23,13.52,19.16,15.78
average,2021-01-26 15:13:03,2230.61,557.65,669.18,334.59,401.51,267.67,139.41,83.65,83.65,100.38,61.34,80.3,173.99,267.67,147.22,197.41,137.18,256.97,144.54,104.39,45.5,50.86,66.92
high,2020-10-17 22:55:42,2491.65,622.91,622.91,473.41,423.58,348.83,149.5,68.52,80.98,93.44,118.35,80.98,199.33,168.19,174.41,274.58,198.83,241.44,182.14,219.76,34.88,41.86,52.32
low,2021-06-18 23:55:52,1357.02,407.11,542.81,135.7,67.85,203.55,77.35,77.35,40.71,113.99,32.57,75.99,162.84,146.56,157.41,86.85,48.85,25.78,42.07,63.1,44.78,40.71,54.96
average,2021-04-20 16:23:18,2181.02,850.6,588.88,261.72,109.05,370.77,238.17,170.12,85.06,136.1,102.07,94.22,164.89,176.66,153.11,154.41,107.31,51.25,57.8,166.85,77.86,44.49,81.57
high,2021-02-12 18:28:20,2929.19,1054.51,937.34,410.09,146.46,380.79,295.26,105.45,126.54,189.81,94.91,187.47,253.08,290.58,206.21,258.36,151.73,90.81,55.65,121.85,87.58,72.35,99.01
low,2020-12-18 10:17:10,1749.52,577.34,664.82,209.94,174.95,122.47,109.69,86.6,69.28,150.11,92.37,119.67,159.56,159.56,226.04,123.86,86.08,124.21,50.74,35.52,26.94,35.52,24.49
average,2021-04-30 06:06:09,2265.31,656.94,679.59,317.14,339.8,271.84,183.94,65.69,118.25,118.25,85.4,74.75,237.86,183.49,183.49,209.31,107.83,163.1,176.7,198.44,21.75,24.47,27.18
high,2021-06-20 04:53:01,3090.78,1019.96,1174.5,463.62,216.35,216.35,224.39,254.99,142.79,91.8,214.19,246.64,375.84,246.64,305.37,264.26,199.36,110.34,106.01,149.28,17.31,21.64,28.13
low,2020-12-27 14:46:07,1635.28,474.23,457.88,228.94,179.88,294.35,90.1,85.36,56.91,90.1,61.65,50.37,137.36,119.05,151.1,135.07,93.87,61.16,118.72,153.06,52.98,50.04,38.27
average,2021-01-14 20:01:37,2207.96,839.02,772.78,154.56,287.03,154.56,243.32,117.46,151.02,134.24,92.29,170.01,177.74,162.28,262.75,102.01,52.55,83.24,203.79,92.74,27.82,15.46,18.55
high,2021-06-07 05:51:01,2851.48,769.9,912.47,370.69,399.21,399.21,84.69,200.17,76.99,130.88,161.68,237.24,109.5,310.24,255.49,200.17,170.52,155.69,243.52,139.72,67.87,87.83,103.79
low,2020-10-21 19:10:03,1722.31,482.25,551.14,206.68,223.9,258.35,62.69,72.34,77.16,135.03,62.69,143.3,132.27,165.34,110.23,142.61,64.07,147.77,76.13,121.42,43.92,51.67,41.34
average,2021-01-29 14:43:35,2208.71,684.7,883.48,132.52,176.7,331.31,75.32,136.94,116.4,109.55,109.55,185.53,247.37,238.54,212.04,79.51,53.01,128.99,47.71,175.59,53.01,36.44,66.26
high,2020-09-14 21:00:31,2860.74,772.4,972.65,286.07,343.29,486.33,208.55,177.65,84.96,123.58,77.24,97.27,311.25,282.07,282.07,171.64,114.43,247.17,96.12,194.53,106.99,97.27,87.54
low,2021-03-06 16:04:00,1393.62,515.64,376.28,181.17,139.36,181.17,118.6,72.19,56.72,61.88,82.5,56.44,67.73,131.7,120.41,92.4,88.77,50.17,89.19,97.83,28.99,27.18,27.18
average,2020-12-25 16:34:42,2176.81,565.97,631.27,391.83,304.75,282.99,130.17,79.24,107.53,62.26,101.87,170.44,176.76,132.57,151.5,195.92,195.92,225.52,79.24,101.88,45.28,67.92,67.92
high,2020-10-01 02:38:51,2800.92,924.3,924.3,336.11,364.12,252.08,129.4,258.8,157.13,120.16,138.64,120.16,249.56,332.75,221.83,194.94,141.17,214.83,149.29,189.06,17.65,27.73,17.65
low,2021-08-06 11:16:34,1933.49,483.37,541.38,386.7,193.35,328.69,62.84,111.18,48.34,58.0,111.18,54.14,194.9,146.17,146.17,247.49,139.21,137.28,56.07,177.49,32.87,75.6,42.73
average,2020-11-27 02:14:59,2246.85,786.4,561.71,269.62,269.62,359.5,204.46,110.1,102.23,125.82,117.96,67.41,168.51,185.36,140.43,183.34,86.28,148.29,121.33,215.7,32.35,32.35,79.09
high,2020-09-27 15:12:58,3178.72,858.25,1112.55,476.81,381.45,349.66,188.81,128.74,94.41,154.48,154.48,267.01,389.39,267.01,189.13,309.93,166.88,148.77,232.68,178.33,66.44,48.95,55.95
low,2021-06-16 12:50:05,1312.85,380.73,406.98,196.93,170.67,157.54,110.41,98.99,76.15,45.69,30.46,118.02,130.23,85.47,73.26,131.94,64.99,71.68,98.99,116.58,15.75,17.33,7.88
average,2021-03-22 23:40:13,2260.09,565.02,813.63,361.61,271.21,248.61,96.05,141.26,62.15,73.45,101.7,219.68,195.27,170.86,227.82,220.58,141.03,143.74,127.47,82.04,44.75,47.24,74.58
high,2021-05-26 19:31:20,2902.91,986.99,754.76,406.41,406.41,348.35,246.75,138.18,167.79,157.92,157.92,135.86,196.24,249.07,173.59,235.72,170.69,223.53,182.88,222.94,48.77,34.84,41.8
low,2021-06-30 21:23:16,1248.99,487.11,474.62,87.43,62.45,137.39,131.52,102.29,48.71,48.71,68.2,66.45,113.91,156.62,137.64,48.09,39.34,23.73,38.72,97.55,8.24,12.37,19.23
average,2020-12-08 05:11:31,2198.28,637.5,703.45,263.79,329.74,263.79,146.62,102.0,102.0,102.0,95.62,105.52,225.1,189.93,182.9,153.0,110.79,187.95,141.79,123.98,68.59,42.21,29.02
high,2021-07-09 13:24:58,3094.75,804.63,1206.95,371.37,247.58,464.21,209.2,185.06,136.79,64.37,104.6,144.83,350.02,337.95,374.15,252.53,118.84,173.31,74.27,171.76,125.34,60.35,106.77
low,2020-10-13 16:05:25,1648.81,544.11,428.69,263.81,214.35,197.86,87.06,157.79,81.62,81.62,54.41,64.3,94.31,150.04,120.03,179.39,84.42,124.32,90.03,73.21,57.38,27.7,39.57
average,2021-04-07 08:32:20,2269.16,635.36,635.36,294.99,317.68,385.76,177.9,139.78,120.72,63.54,76.24,139.78,184.25,177.9,133.43,147.5,147.5,171.55,146.13,135.02,65.58,81.01,104.16
high,2020-10-11 13:01:51,2971.58,1099.48,861.76,267.44,297.16,445.74,197.91,285.86,164.92,87.96,142.93,249.91,215.44,241.29,155.12,149.77,117.67,124.81,172.35,129.26,115.89,106.98,93.61
low,2020-11-30 01:38:45,1703.23,681.29,510.97,119.23,153.29,238.45,143.07,109.01,122.63,102.19,95.38,71.54,137.96,148.18,153.29,83.46,35.77,110.37,42.92,116.84,47.69,40.54,33.38
average,2021-04-21 00:57:16,2256.82,564.21,564.21,406.23,338.52,383.66,90.27,67.71,84.63,101.56,112.84,118.48,203.12,124.13,118.48,227.49,178.74,135.41,203.11,138.12,69.06,76.73,99.75
high,2021-06-19 21:22:13,2800.17,868.05,924.06,364.02,420.03,224.01,234.37,234.37,104.17,95.49,130.21,221.77,212.53,231.01,258.74,211.13,152.89,298.22,121.81,78.4,47.04,56.0,42.56
low,2020-10-07 07:21:28,1695.5,610.38,440.83,101.73,288.24,254.32,164.8,140.39,91.56,73.25,79.35,70.53,114.62,136.66,119.02,64.09,37.64,115.3,172.94,106.81,53.41,33.06,61.04
average,2021-06-21 11:13:30,2199.77,747.92,615.94,307.97,285.97,241.98,119.67,194.46,149.58,112.19,97.23,184.78,147.83,166.3,117.03,212.5,95.47,122.97,163.0,75.01,50.82,41.14,75.01
high,2020-10-02 09:33:04,2747.42,879.17,796.75,329.69,384.64,357.16,211.0,87.92,131.88,96.71,219.79,135.45,270.9,207.16,183.25,227.49,102.2,192.32,192.32,150.01,82.15,64.29,60.72
low,2021-07-01 01:21:18,1324.9,503.46,490.21,105.99,105.99,119.24,55.38,70.48,60.42,110.76,115.8,98.04,156.87,112.75,122.55,59.35,46.64,57.23,48.76,32.19,32.19,23.85,31.0
average,2020-11-14 05:51:53,2246.44,808.72,606.54,202.18,359.43,269.57,226.44,121.31,105.13,88.96,177.92,163.77,151.64,181.96,109.18,101.09,101.09,215.66,143.77,99.74,56.61,51.22,62.0
high,2021-06-06 15:26:02,2748.39,1044.39,852.0,302.32,247.36,302.32,219.32,240.21,198.43,167.1,135.77,136.32,204.48,204.48,306.72,166.28,136.04,165.73,81.63,90.7,63.49,81.63,66.51
low,2020-11-16 20:37:49,1879.24,620.15,526.19,300.68,131.55,300.68,186.04,74.42,74.42,74.42,105.43,115.76,136.81,163.12,110.5,204.46,96.22,56.57,74.98,186.42,36.08,51.12,27.06
average,2020-12-06 15:36:11,2217.63,842.7,753.99,221.76,243.94,155.23,193.82,109.55,151.69,143.26,151.69,211.12,180.96,196.04,165.88,139.71,82.05,117.09,126.85,85.38,26.39,24.84,18.63
high,2021-07-30 15:12:47,3125.33,1093.87,1125.12,187.52,250.03,468.8,131.26,306.28,207.84,175.02,142.2,135.01,258.78,303.78,427.55,103.14,84.38,152.52,97.51,178.14,98.45,126.58,65.63
low,2021-07-08 22:36:24,1929.02,501.55,540.13,231.48,327.93,327.93,65.2,55.17,90.28,20.06,120.37,151.24,129.63,124.23,135.03,138.89,92.59,111.5,216.43,193.48,42.63,49.19,42.63
average,2020-10-20 17:42:16,2192.49,591.97,723.52,197.32,438.5,241.17,165.75,71.04,88.8,106.55,88.8,86.82,202.59,231.53,202.59,102.61,94.71,166.63,271.87,135.06,24.12,33.76,48.23
high,2020-09-08 22:51:49,3101.13,1178.43,961.35,248.09,372.14,341.12,129.63,294.61,188.55,164.98,271.04,153.82,221.11,249.95,336.47,168.7,79.39,178.63,193.51,191.03,68.22,30.7,51.17
low,2021-04-09 07:49:17,1896.32,682.68,682.68,151.71,151.71,227.56,109.23,136.54,75.09,129.71,95.58,102.4,163.84,225.28,191.15,81.92,69.79,86.47,65.24,159.29,18.2,31.86,18.2
average,2020-11-29 19:43:09,2261.07,836.59,746.15,316.55,226.11,135.66,192.42,150.59,117.12,108.76,125.49,208.92,164.15,223.84,149.23,215.25,101.3,117.58,108.53,46.12,31.2,35.27,23.06
high,2021-06-06 18:01:31,2552.85,714.8,689.27,433.98,280.81,433.98,92.92,171.55,135.81,78.63,121.52,75.82,227.46,241.24,144.75,230.01,203.97,162.87,117.94,212.65,69.44,82.46,69.44
low,2021-04-21 10:42:30,1396.28,418.88,404.92,237.37,237.37,97.74,67.02,67.02,50.27,62.83,87.96,52.64,113.38,133.62,105.28,154.29,83.08,92.57,144.8,43.98,10.75,21.5,21.5
average,2021-06-02 20:56:15,2261.44,746.28,814.12,361.83,180.92,158.3,156.72,126.87,104.48,156.72,89.55,170.97,227.95,227.95,187.25,235.19,126.64,103.12,77.8,45.91,34.83,33.24,44.32
high,2021-08-24 12:30:57,3120.6,811.36,842.56,561.71,468.09,436.88,219.07,194.73,137.93,121.7,56.8,185.36,252.77,185.36,219.07,286.47,275.24,121.7,346.39,310.18,43.69,34.95,48.06
low,2021-08-06 14:42:10,1230.5,406.06,332.24,209.19,159.97,123.05,105.58,44.67,48.73,69.03,73.09,36.55,109.64,79.74,106.32,129.7,79.49,52.79,107.18,51.68,25.84,24.61,20.92
average,2021-03-09 02:10:05,2198.17,681.43,791.34,241.8,241.8,241.8,102.21,122.66,129.47,95.4,143.1,126.61,205.75,205.75,253.23,149.92,91.88,70.12,171.68,118.48,33.85,38.69,50.78
high,2021-05-19 20:41:38,3112.46,933.74,809.24,529.12,466.87,373.5,233.44,196.09,186.75,46.69,121.39,234.68,202.31,218.49,153.76,349.22,179.9,340.82,126.05,235.31,59.76,41.09,37.35
low,2021-01-16 10:30:14,1815.56,599.13,689.91,163.4,145.24,217.87,173.75,77.89,101.85,83.88,101.85,96.59,165.58,193.17,234.57,83.33,80.07,66.81,78.43,117.65,41.4,30.5,28.32
average,2021-04-09 05:02:07,2251.32,607.86,630.37,225.13,315.18,472.78,115.49,151.96,79.02,103.34,85.1,176.5,163.9,144.99,144.99,132.83,92.3,94.55,220.63,203.3,99.28,70.92,99.28
high,2020-12-10 18:27:44,2864.84,888.1,1088.64,343.78,286.48,257.84,115.45,186.5,142.1,142.1,133.22,174.18,348.36,250.39,315.71,226.89,116.89,194.81,91.67,167.6,41.25,30.94,18.05
low,2021-01-31 14:53:38,1485.33,445.6,579.28,178.24,103.97,178.24,106.94,62.38,80.21,53.47,57.93,75.31,156.41,162.2,185.37,98.03,80.21,67.58,36.39,69.51,37.43,28.52,42.78
average,2020-12-03 10:14:31,2235.44,625.92,894.18,290.61,156.48,268.25,75.11,156.48,87.63,112.67,93.89,125.19,304.02,232.49,232.49,156.93,133.68,68.85,87.63,115.35,34.87,50.97,67.06
high,2021-08-30 12:53:31,3031.97,970.23,1030.87,242.56,424.48,363.84,242.56,174.64,145.53,164.94,126.13,185.56,340.19,278.33,226.79,162.52,80.04,254.69,169.79,258.33,29.11,25.47,50.94
low,2021-07-19 07:40:07,1491.31,536.87,402.65,149.13,193.87,208.78,144.95,59.06,85.9,91.27,80.53,84.56,100.66,96.64,120.79,102.9,46.23,104.69,89.18,116.92,16.7,35.49,39.67
average,2020-10-03 10:09:54,2181.43,654.43,807.13,130.89,283.59,305.4,137.43,143.97,117.8,130.89,52.35,217.93,177.57,250.21,161.43,85.08,45.81,96.42,187.17,158.81,54.97,48.86,42.76
high,2021-08-28 20:30:41,2791.55,837.47,1032.87,390.82,223.32,307.07,159.12,167.49,142.37,100.5,125.62,175.59,361.5,216.9,278.87,207.13,183.69,100.49,122.83,175.03,39.92,39.92,52.2
